,price,year,floor,rooms,square,revenue,treatment,id
50,28200000.0,2019,3.0,2,60,0.0,1.0,50
51,36700000.0,2007,5.0,3,90,0.0,0.0,51
52,29200000.0,2022,3.0,2,56,0.0,0.0,52
53,37900000.0,2018,2.0,2,73,391.0,0.0,53
54,32000000.0,2015,5.0,2,47,0.0,0.0,54
55,17000000.0,1968,2.0,2,45,0.0,0.0,55
56,40000000.0,2016,8.0,2,58,0.0,0.0,56
57,28000000.0,2017,4.0,1,45,0.0,0.0,57
58,31500000.0,2012,5.0,1,70,0.0,0.0,58
59,105000000.0,2017,7.0,4,123,0.0,1.0,59
60,21000000.0,2018,5.0,1,39,0.0,0.0,60
61,36000000.0,2021,5.0,3,89,0.0,0.0,61
62,29990000.0,2022,2.0,3,60,0.0,0.0,62
63,32000000.0,2014,12.0,2,72,0.0,0.0,63
64,21000000.0,2008,3.0,2,49,225.0,1.0,64
65,54000000.0,2008,20.0,3,155,0.0,0.0,65
66,14000000.0,2021,5.0,1,40,1600.0,0.0,66
67,12399999.0,2011,6.0,1,34,0.0,0.0,67
68,20800000.0,2018,5.0,1,38,0.0,0.0,68
69,14800000.0,2023,7.0,1,39,0.0,1.0,69
70,18000000.0,2010,3.0,1,35,0.0,0.0,70
71,20000000.0,1976,6.0,3,59,0.0,0.0,71
72,21000000.0,2022,15.0,1,37,0.0,0.0,72
73,28500000.0,2004,4.0,2,67,0.0,0.0,73
74,25000000.0,2018,3.0,1,45,0.0,0.0,74
75,32000000.0,2016,8.0,3,75,0.0,0.0,75
76,59500000.0,2009,8.0,3,101,0.0,1.0,76
77,23800000.0,2016,14.0,2,56,0.0,1.0,77
78,54000000.0,2017,2.0,3,90,0.0,1.0,78
79,40000000.0,2011,0.0,3,78,0.0,1.0,79
80,20000000.0,2008,1.0,1,45,0.0,0.0,80
81,19000000.0,2022,7.0,1,42,0.0,0.0,81
82,29900000.0,2009,7.0,2,67,0.0,0.0,82
83,18100000.0,2012,7.0,1,36,0.0,0.0,83
84,16800000.0,2023,7.0,1,43,0.0,0.0,84
85,14000000.0,2018,4.0,2,38,7837.5,1.0,85
86,40000000.0,2017,4.0,2,47,0.0,0.0,86
87,39000000.0,2019,2.0,3,82,0.0,1.0,87
88,32500000.0,2014,5.0,2,62,0.0,1.0,88
89,25000000.0,2008,3.0,1,37,0.0,0.0,89
90,19500000.0,2012,14.0,1,54,0.0,1.0,90
91,24500000.0,2000,1.0,2,48,0.0,1.0,91
92,6700000.0,2009,1.0,1,20,0.0,1.0,92
93,28900000.0,2016,2.0,2,69,0.0,0.0,93
94,26500000.0,2010,3.0,2,69,0.0,0.0,94
95,25500000.0,2015,9.0,2,56,0.0,0.0,95
96,17365078.0,2023,0.0,2,50,2040.0,1.0,96
97,34500000.0,2020,3.0,1,43,0.0,0.0,97
98,20500000.0,2016,4.0,1,40,0.0,1.0,98
99,16500000.0,2013,6.0,1,37,0.0,1.0,99
100,53499999.0,2018,4.0,3,86,0.0,1.0,100
101,34999999.0,1978,1.0,2,52,0.0,0.0,101
102,21500000.0,2015,5.0,1,48,0.0,0.0,102
103,35500000.0,2019,3.0,2,50,0.0,0.0,103
104,16500000.0,2023,1.0,1,38,0.0,0.0,104
105,8000000.0,2012,1.0,1,22,0.0,0.0,105
106,19000000.0,2018,2.0,1,35,0.0,0.0,106
107,41000000.0,2012,12.0,3,105,714.0,1.0,107
108,29500000.0,2022,2.0,2,58,0.0,0.0,108
109,27400000.0,2005,3.0,2,60,225.0,1.0,109
110,35000000.0,2021,8.0,2,66,0.0,1.0,110
111,19500000.0,2022,6.0,1,39,0.0,0.0,111
112,30000000.0,1983,5.0,3,72,0.0,1.0,112
113,29000000.0,1975,3.0,3,60,0.0,0.0,113
114,35900000.0,2016,7.0,3,72,150.0,0.0,114
115,36000000.0,2013,8.0,3,82,150.0,0.0,115
116,13900000.0,2007,7.0,1,35,0.0,0.0,116
117,20500000.0,2014,3.0,1,56,0.0,1.0,117
118,24000000.0,2023,5.0,1,37,0.0,0.0,118
119,39000000.0,2021,3.0,2,65,0.0,0.0,119
120,26000000.0,2016,0.0,2,58,0.0,0.0,120
121,17500000.0,1985,6.0,1,37,0.0,0.0,121
122,23000000.0,2023,7.0,1,38,0.0,1.0,122
123,23800000.0,2010,11.0,3,57,0.0,1.0,123
124,47500000.0,2018,3.0,2,62,0.0,1.0,124
125,13300000.0,2023,9.0,1,38,0.0,1.0,125
126,20100000.0,2016,3.0,1,46,0.0,0.0,126
127,52000000.0,2004,4.0,3,123,0.0,0.0,127
128,17900000.0,2023,4.0,1,45,0.0,0.0,128
129,37900000.0,2019,4.0,2,64,0.0,1.0,129
130,21000000.0,2022,2.0,1,41,0.0,1.0,130
131,13000000.0,2007,6.0,1,30,0.0,0.0,131
132,150000000.0,2009,10.0,4,213,0.0,1.0,132
133,34000000.0,2021,4.0,3,87,0.0,1.0,133
134,17700000.0,2005,4.0,1,35,1680.0,0.0,134
135,7650000.0,2023,8.0,1,22,0.0,1.0,135
136,12500000.0,2022,1.0,1,37,0.0,0.0,136
137,45000000.0,2023,11.0,3,78,0.0,0.0,137
138,18500000.0,1970,3.0,2,40,0.0,0.0,138
139,16500000.0,2018,2.0,1,33,0.0,0.0,139
140,15900000.0,2010,1.0,1,37,0.0,0.0,140
141,28000000.0,2022,6.0,2,47,0.0,1.0,141
142,14278320.0,2023,5.0,2,56,0.0,0.0,142
143,10300000.0,1987,3.0,1,32,0.0,1.0,143
144,15000000.0,2021,9.0,1,34,0.0,1.0,144
145,6100000.0,2022,4.0,1,20,0.0,0.0,145
146,23200000.0,2017,6.0,2,63,6720.0,0.0,146
147,22499900.0,2018,4.0,2,43,0.0,1.0,147
148,24500000.0,2018,2.0,2,44,150.0,0.0,148
149,87000000.0,2018,6.0,4,125,0.0,1.0,149
150,23000000.0,2019,2.0,1,38,0.0,0.0,150
151,34000000.0,2009,13.0,3,77,560.0,0.0,151
152,16250000.0,2023,5.0,2,47,0.0,0.0,152
153,23500.0,2016,4.0,1,47,560.0,0.0,153
154,36500000.0,2019,5.0,2,65,0.0,0.0,154
155,23800000.0,2022,16.0,1,47,0.0,0.0,155
156,26000000.0,2005,0.0,2,70,0.0,1.0,156
157,15000000.0,2016,12.0,1,38,0.0,1.0,157
158,32500000.0,2022,7.0,2,64,0.0,1.0,158
159,11000000.0,2018,0.0,1,26,0.0,1.0,159
160,50000000.0,2020,4.0,3,98,0.0,0.0,160
161,35000000.0,2017,5.0,1,47,0.0,0.0,161
162,20500000.0,2015,7.0,1,36,0.0,1.0,162
163,60500000.0,2022,8.0,4,118,0.0,0.0,163
164,38000000.0,2018,2.0,2,56,0.0,1.0,164
165,26000000.0,2018,3.0,3,56,0.0,0.0,165
166,25000000.0,2022,10.0,1,41,0.0,0.0,166
167,11500000.0,2016,3.0,1,32,0.0,0.0,167
168,20000000.0,2018,3.0,1,41,0.0,1.0,168
169,47400000.0,2019,7.0,2,70,0.0,1.0,169
170,18000000.0,2007,5.0,2,56,0.0,0.0,170
171,10000000.0,1989,5.0,3,58,0.0,1.0,171
172,16800000.0,2022,11.0,1,36,0.0,0.0,172
173,38000000.0,2022,7.0,2,47,0.0,1.0,173
174,18500000.0,2023,8.0,1,45,0.0,0.0,174
175,122000000.0,2020,0.0,4,167,1360.0,0.0,175
176,22000000.0,2019,3.0,1,34,0.0,0.0,176
177,32500000.0,2000,4.0,3,96,0.0,1.0,177
178,25000000.0,2009,9.0,2,63,0.0,0.0,178
179,67000000.0,2014,2.0,4,108,0.0,1.0,179
180,15500000.0,2009,6.0,1,30,0.0,0.0,180
181,20200000.0,1983,2.0,2,47,0.0,1.0,181
182,21000000.0,2011,12.0,1,39,150.0,0.0,182
183,25800000.0,2012,3.0,2,52,0.0,1.0,183
184,95000000.0,2019,7.0,3,100,0.0,0.0,184
185,24200000.0,2021,4.0,2,48,0.0,0.0,185
186,18000000.0,2022,2.0,1,39,0.0,0.0,186
187,14800000.0,2017,2.0,1,30,0.0,0.0,187
188,20500000.0,1976,9.0,3,59,0.0,0.0,188
189,24500000.0,2018,14.0,2,50,0.0,0.0,189
190,13000000.0,1985,1.0,1,29,0.0,0.0,190
191,18000000.0,2017,5.0,1,41,0.0,1.0,191
192,35000000.0,2019,7.0,2,71,0.0,1.0,192
193,14600000.0,2023,2.0,1,39,0.0,0.0,193
194,23500000.0,2018,14.0,1,36,0.0,0.0,194
195,24000000.0,1990,7.0,2,50,0.0,1.0,195
196,89000000.0,2021,3.0,3,98,1600.0,0.0,196
197,50000000.0,2012,3.0,4,120,0.0,0.0,197
198,42000000.0,2006,7.0,3,122,0.0,0.0,198
199,23500000.0,2018,0.0,2,57,0.0,0.0,199
200,750000000.0,2019,4.0,5,620,150.0,0.0,200
201,23500000.0,1993,2.0,3,60,0.0,0.0,201
202,32000000.0,2021,7.0,2,68,0.0,0.0,202
203,11500000.0,2023,8.0,1,33,90.0,0.0,203
204,10500000.0,2022,3.0,1,20,0.0,0.0,204
205,19990000.0,2018,10.0,1,40,0.0,1.0,205
206,15500000.0,2016,12.0,1,40,0.0,1.0,206
207,105000000.0,2015,3.0,3,120,0.0,1.0,207
208,24000000.0,2023,6.0,2,57,0.0,0.0,208
209,20400000.0,2010,8.0,2,54,0.0,0.0,209
210,26500000.0,1988,4.0,3,61,0.0,0.0,210
211,39900000.0,2021,13.0,2,70,0.0,0.0,211
212,29999998.0,2019,5.0,2,63,0.0,0.0,212
213,30500000.0,2015,0.0,2,62,0.0,1.0,213
214,33000000.0,2019,8.0,3,105,0.0,0.0,214
215,11900000.0,2016,2.0,1,22,0.0,0.0,215
216,27500000.0,1986,2.0,3,62,0.0,1.0,216
217,58000000.0,2019,2.0,3,88,0.0,1.0,217
218,22000000.0,1990,7.0,3,67,0.0,1.0,218
219,45500000.0,2016,2.0,3,88,0.0,0.0,219
220,22500000.0,2022,0.0,1,41,1360.0,0.0,220
221,78000000.0,2022,3.0,4,137,0.0,0.0,221
222,13200000.0,2014,12.0,1,35,150.0,0.0,222
223,18500000.0,2011,6.0,2,55,0.0,1.0,223
224,17450000.0,2023,6.0,2,69,1950.0,1.0,224
225,45000000.0,2017,12.0,3,103,0.0,1.0,225
226,27000000.0,2021,2.0,2,53,0.0,0.0,226
227,36000000.0,2018,5.0,2,87,0.0,1.0,227
228,19000000.0,2008,2.0,1,45,0.0,1.0,228
229,59000000.0,2020,18.0,4,105,0.0,1.0,229
230,105000000.0,2014,19.0,4,141,0.0,1.0,230
231,27000000.0,2022,16.0,2,58,0.0,0.0,231
232,34000000.0,2022,8.0,2,53,0.0,0.0,232
233,36000000.0,2018,2.0,2,65,0.0,1.0,233
234,32000000.0,2019,5.0,1,46,0.0,0.0,234
235,22000000.0,2015,3.0,1,49,0.0,0.0,235
236,113500000.0,2021,8.0,4,138,0.0,0.0,236
237,13900000.0,2019,6.0,1,41,840.0,1.0,237
238,50000000.0,2004,1.0,3,108,0.0,0.0,238
239,17800000.0,2019,5.0,2,60,0.0,0.0,239
240,8000000.0,1987,3.0,1,27,0.0,0.0,240
241,17500000.0,1994,5.0,2,50,0.0,1.0,241
242,30000000.0,2015,7.0,2,62,0.0,0.0,242
243,39500000.0,2014,3.0,2,71,0.0,0.0,243
244,22500000.0,2012,1.0,2,56,0.0,0.0,244
245,29900000.0,2022,0.0,2,40,0.0,0.0,245
246,52000000.0,2020,2.0,2,76,0.0,0.0,246
247,25500000.0,2015,3.0,2,56,0.0,1.0,247
248,34500000.0,2017,5.0,2,67,0.0,1.0,248
249,34000000.0,2016,7.0,2,60,0.0,1.0,249
250,30000000.0,2008,6.0,2,72,0.0,0.0,250
251,36500000.0,2012,11.0,3,97,0.0,0.0,251
252,19500000.0,2023,7.0,2,65,0.0,1.0,252
253,25000000.0,2022,2.0,2,49,0.0,0.0,253
254,22000000.0,2010,4.0,2,54,0.0,1.0,254
255,26000000.0,2017,6.0,1,47,0.0,0.0,255
256,29000000.0,1997,5.0,2,74,0.0,1.0,256
257,20600000.0,2021,7.0,1,42,0.0,1.0,257
258,100000000.0,2021,8.0,4,119,0.0,0.0,258
259,290000000.0,2019,4.0,5,210,0.0,1.0,259
260,27000000.0,2022,15.0,1,41,0.0,0.0,260
261,25000000.0,2021,4.0,1,40,0.0,0.0,261
262,40000000.0,2018,4.0,3,86,135.0,1.0,262
263,32500000.0,2022,10.0,2,67,0.0,0.0,263
264,19000000.0,2019,5.0,1,41,0.0,0.0,264
265,18300000.0,1964,3.0,3,58,0.0,0.0,265
266,88000000.0,2017,8.0,4,131,0.0,1.0,266
267,36450000.0,2019,4.0,2,56,0.0,0.0,267
268,10000000.0,1985,0.0,1,30,0.0,1.0,268
269,13000000.0,1978,4.0,2,45,0.0,1.0,269
270,60000000.0,2022,8.0,3,93,1950.0,1.0,270
271,28000000.0,2016,9.0,2,59,0.0,0.0,271
272,39000000.0,2009,3.0,4,108,0.0,0.0,272
273,49900000.0,2022,7.0,3,91,0.0,1.0,273
274,9000000.0,1988,2.0,1,30,0.0,0.0,274
275,15900000.0,2019,2.0,1,38,0.0,1.0,275
276,15500000.0,2010,1.0,1,34,0.0,0.0,276
277,16800000.0,2011,1.0,1,35,0.0,0.0,277
278,22000000.0,2018,13.0,2,55,867.0,0.0,278
279,200000000.0,2015,3.0,4,200,0.0,1.0,279
280,45000000.0,2016,3.0,3,82,150.0,0.0,280
281,32000000.0,1999,5.0,3,72,0.0,0.0,281
282,21000000.0,2017,6.0,2,53,0.0,0.0,282
283,25600000.0,2020,6.0,3,71,0.0,0.0,283
284,20500000.0,2022,6.0,1,41,0.0,0.0,284
285,55500000.0,2022,8.0,3,107,0.0,0.0,285
286,19000000.0,2023,8.0,2,65,0.0,1.0,286
287,67800000.0,2022,5.0,3,85,0.0,1.0,287
288,20500000.0,1979,4.0,3,55,0.0,0.0,288
289,20900000.0,2022,8.0,1,45,0.0,0.0,289
290,43000000.0,2010,7.0,3,96,0.0,1.0,290
291,19500000.0,2017,6.0,1,38,0.0,0.0,291
292,28000000.0,2016,2.0,2,58,0.0,0.0,292
293,32500000.0,2023,9.0,2,73,0.0,0.0,293
294,29000000.0,2009,12.0,2,67,0.0,0.0,294
295,16000000.0,2017,15.0,1,31,0.0,0.0,295
296,16380000.0,2014,1.0,1,40,0.0,1.0,296
297,22000000.0,2016,3.0,2,58,0.0,0.0,297
298,15500000.0,1966,1.0,2,55,0.0,0.0,298
299,24000000.0,2011,13.0,1,53,0.0,1.0,299
300,52000000.0,2022,8.0,3,114,0.0,0.0,300
301,47000000.0,2000,10.0,4,123,0.0,0.0,301
302,25000000.0,2022,8.0,1,48,0.0,0.0,302
303,16500000.0,2012,11.0,2,50,0.0,0.0,303
304,24000000.0,2014,1.0,2,60,0.0,0.0,304
305,53000000.0,2018,5.0,3,90,0.0,1.0,305
306,26500000.0,2017,3.0,1,46,0.0,0.0,306
307,15200000.0,2016,9.0,1,42,0.0,0.0,307
308,14900000.0,2011,3.0,1,36,0.0,1.0,308
309,19600000.0,2012,8.0,2,50,0.0,0.0,309
310,106500000.0,2019,4.0,4,112,0.0,0.0,310
311,40000000.0,2019,14.0,2,58,150.0,0.0,311
312,15300000.0,1964,4.0,2,44,0.0,0.0,312
313,48000000.0,2019,4.0,3,90,0.0,1.0,313
314,60000000.0,2010,9.0,3,101,0.0,0.0,314
315,15000000.0,2023,4.0,1,39,0.0,0.0,315
316,67000000.0,2020,6.0,3,102,1690.0,0.0,316
317,30500000.0,2022,3.0,2,69,1950.0,1.0,317
318,35000000.0,2022,10.0,3,73,0.0,1.0,318
319,50000000.0,2022,2.0,2,71,0.0,0.0,319
320,44900000.0,2010,3.0,3,77,0.0,0.0,320
321,16500000.0,2021,6.0,1,24,0.0,1.0,321
322,49900000.0,2019,3.0,2,67,0.0,0.0,322
323,17900000.0,1990,4.0,2,45,0.0,1.0,323
324,39500000.0,2022,13.0,3,85,0.0,1.0,324
325,27000000.0,2013,4.0,2,59,0.0,0.0,325
326,26500000.0,2009,8.0,3,77,0.0,0.0,326
327,39500000.0,2022,7.0,2,72,0.0,0.0,327
328,24000000.0,2015,1.0,2,58,0.0,0.0,328
329,19300000.0,2022,2.0,1,40,0.0,1.0,329
330,22000000.0,2013,10.0,2,70,0.0,0.0,330
331,27800000.0,2008,10.0,2,68,0.0,1.0,331
332,17000000.0,2008,10.0,1,32,990.0,0.0,332
333,18700000.0,2007,8.0,1,47,0.0,1.0,333
334,15800000.0,2023,2.0,1,39,0.0,0.0,334
335,32500000.0,2021,3.0,2,77,0.0,0.0,335
336,14300000.0,2009,1.0,1,40,0.0,0.0,336
337,27300000.0,2010,23.0,3,74,0.0,1.0,337
338,25500000.0,2009,7.0,1,51,0.0,0.0,338
339,67500000.0,2017,3.0,4,120,0.0,1.0,339
340,23000000.0,2019,2.0,1,42,150.0,0.0,340
341,44000000.0,2021,5.0,2,66,0.0,0.0,341
342,54000000.0,2022,4.0,4,100,0.0,1.0,342
343,28300000.0,2022,8.0,2,60,1600.0,0.0,343
344,23000000.0,2017,7.0,1,52,0.0,1.0,344
345,15100000.0,2023,9.0,1,39,0.0,0.0,345
346,12000000.0,1963,4.0,1,33,0.0,1.0,346
347,46000000.0,2023,3.0,4,111,0.0,1.0,347
348,26000000.0,2021,3.0,1,45,0.0,0.0,348
349,18380000.0,2019,9.0,1,32,0.0,0.0,349
350,23000000.0,2010,0.0,2,72,0.0,1.0,350
351,30000000.0,2022,4.0,2,65,0.0,1.0,351
352,37500000.0,2017,7.0,2,70,0.0,1.0,352
353,55900000.0,2020,5.0,2,70,0.0,1.0,353
354,24500000.0,2015,8.0,2,57,0.0,0.0,354
355,24800000.0,2023,10.0,1,52,0.0,0.0,355
356,28500000.0,1987,3.0,3,63,0.0,1.0,356
357,112000000.0,2022,6.0,3,136,0.0,0.0,357
358,24000000.0,2020,0.0,1,50,0.0,0.0,358
359,48999990.0,2018,4.0,3,99,0.0,0.0,359
360,17500000.0,1983,1.0,2,43,0.0,0.0,360
361,20000000.0,2018,16.0,1,35,0.0,1.0,361
362,23700000.0,1993,5.0,3,59,0.0,1.0,362
363,13500000.0,2023,9.0,1,39,0.0,0.0,363
364,12000000.0,1987,3.0,1,30,0.0,0.0,364
365,27500000.0,2022,8.0,2,59,0.0,0.0,365
366,92000000.0,2016,8.0,3,116,0.0,1.0,366
367,13500000.0,2014,9.0,1,33,476.0,0.0,367
368,22400000.0,2010,1.0,2,64,0.0,0.0,368
369,87000000.0,2019,7.0,3,103,0.0,1.0,369
370,82000000.0,2008,10.0,3,160,0.0,0.0,370
371,10850000.0,1986,3.0,1,37,0.0,0.0,371
372,22500000.0,1977,5.0,4,63,586.5,1.0,372
373,19399990.0,2010,2.0,2,54,690.0,1.0,373
374,27500000.0,2017,3.0,2,47,0.0,0.0,374
375,85000000.0,2007,0.0,4,150,150.0,0.0,375
376,28000000.0,2014,10.0,2,68,0.0,1.0,376
377,23000000.0,2018,8.0,1,42,720.0,1.0,377
378,24150000.0,2022,6.0,2,47,0.0,0.0,378
379,32000000.0,2019,9.0,3,106,0.0,0.0,379
380,15000000.0,2023,1.0,1,38,0.0,0.0,380
381,15500000.0,2010,2.0,1,36,560.0,0.0,381
382,48500000.0,2019,8.0,3,90,0.0,1.0,382
383,22500000.0,2019,3.0,2,39,0.0,0.0,383
384,26500000.0,2011,12.0,2,58,0.0,1.0,384
385,21000000.0,2011,7.0,1,43,0.0,0.0,385
386,20400000.0,2010,8.0,2,54,0.0,1.0,386
387,20000000.0,2023,0.0,1,42,0.0,0.0,387
388,29999999.0,2019,5.0,2,63,0.0,1.0,388
389,28500000.0,2017,3.0,2,72,0.0,0.0,389
390,26500000.0,2022,8.0,3,68,0.0,0.0,390
391,40400000.0,2016,6.0,3,87,586.5,1.0,391
392,7000000.0,1980,5.0,1,19,0.0,0.0,392
393,28000000.0,2011,17.0,2,71,0.0,0.0,393
394,26000000.0,2022,6.0,2,60,0.0,1.0,394
395,20599999.0,2023,3.0,3,70,0.0,0.0,395
396,40500000.0,2022,8.0,3,65,0.0,1.0,396
397,15700000.0,1980,4.0,1,30,0.0,0.0,397
398,28500000.0,2023,13.0,2,82,0.0,1.0,398
399,64000000.0,2007,5.0,4,145,714.0,1.0,399
400,29000000.0,2005,5.0,3,66,0.0,1.0,400
401,6500000.0,1986,5.0,1,16,0.0,1.0,401
402,17000000.0,2011,8.0,1,42,0.0,1.0,402
403,27500000.0,2009,12.0,2,77,0.0,0.0,403
404,58000000.0,2017,5.0,3,90,0.0,1.0,404
405,18500000.0,2011,6.0,1,40,0.0,0.0,405
406,31000000.0,2007,9.0,2,73,0.0,1.0,406
407,28000000.0,2023,2.0,2,52,0.0,0.0,407
408,33700000.0,2014,4.0,2,75,0.0,0.0,408
409,41000000.0,2020,21.0,3,73,0.0,1.0,409
410,19500000.0,1979,3.0,2,47,0.0,0.0,410
411,18500000.0,2017,2.0,1,40,0.0,0.0,411
412,63000000.0,2023,9.0,3,109,0.0,1.0,412
413,22500000.0,2012,4.0,2,50,391.0,0.0,413
414,61000000.0,2022,7.0,4,118,0.0,0.0,414
415,38900000.0,2023,3.0,2,74,0.0,0.0,415
416,24000000.0,2018,16.0,2,34,0.0,0.0,416
417,33500000.0,2022,11.0,3,90,0.0,1.0,417
418,23500000.0,2021,3.0,2,50,0.0,1.0,418
419,45000000.0,2011,5.0,4,86,0.0,0.0,419
420,22100000.0,2015,1.0,2,58,0.0,0.0,420
421,36500000.0,2008,33.0,2,92,0.0,0.0,421
422,13000000.0,1991,1.0,1,30,0.0,0.0,422
423,30000000.0,2015,17.0,3,70,0.0,0.0,423
424,23500000.0,2022,3.0,2,55,0.0,0.0,424
425,119000000.0,2015,2.0,4,202,0.0,1.0,425
426,22800000.0,2021,2.0,2,37,0.0,0.0,426
427,32400000.0,2012,5.0,3,67,0.0,0.0,427
428,21500000.0,2018,10.0,2,42,0.0,1.0,428
429,18000000.0,1988,1.0,1,36,0.0,0.0,429
430,19500000.0,2022,10.0,1,35,0.0,0.0,430
431,34500000.0,2016,8.0,3,76,0.0,0.0,431
432,53500000.0,2023,8.0,3,103,0.0,0.0,432
433,17000000.0,1986,4.0,1,35,0.0,0.0,433
434,27500000.0,1987,2.0,3,65,0.0,0.0,434
435,15000000.0,2021,4.0,1,44,0.0,0.0,435
436,23000000.0,2005,11.0,2,65,225.0,1.0,436
437,28000000.0,2014,4.0,2,72,391.0,0.0,437
438,16400000.0,2022,2.0,2,44,0.0,0.0,438
439,14700000.0,2008,2.0,1,36,0.0,0.0,439
440,450000000.0,2020,6.0,6,275,1950.0,1.0,440
441,23000000.0,2014,5.0,1,40,0.0,1.0,441
442,31000000.0,2009,12.0,2,59,0.0,1.0,442
443,27000000.0,2023,11.0,2,55,0.0,0.0,443
444,87500000.0,2018,2.0,3,97,0.0,0.0,444
445,20800000.0,2018,0.0,1,40,0.0,1.0,445
446,23500000.0,2013,4.0,2,51,0.0,1.0,446
447,17000000.0,2014,14.0,2,45,0.0,0.0,447
448,15000000.0,2019,4.0,1,30,0.0,1.0,448
449,21500000.0,2022,4.0,1,40,0.0,1.0,449
450,22000000.0,2021,4.0,1,37,0.0,1.0,450
451,25500000.0,2017,9.0,2,63,0.0,0.0,451
452,17900000.0,2022,7.0,1,39,1950.0,1.0,452
453,47000000.0,2010,12.0,3,101,0.0,0.0,453
454,13000000.0,1991,1.0,1,31,0.0,0.0,454
455,40000000.0,2008,18.0,2,70,0.0,0.0,455
456,38800000.0,1989,5.0,5,100,0.0,1.0,456
457,80000000.0,2013,12.0,4,147,0.0,1.0,457
458,36000000.0,2015,10.0,3,100,0.0,0.0,458
459,17000000.0,2012,5.0,1,31,0.0,1.0,459
460,19300000.0,2021,12.0,1,39,0.0,0.0,460
461,16600000.0,2022,3.0,1,42,0.0,0.0,461
462,21400000.0,2017,8.0,1,49,0.0,1.0,462
463,85000000.0,2010,10.0,4,141,0.0,0.0,463
464,32000000.0,2013,13.0,2,72,0.0,1.0,464
465,14000000.0,1993,1.0,2,45,0.0,0.0,465
466,31500000.0,2023,8.0,2,45,0.0,0.0,466
467,80000000.0,2019,7.0,4,132,0.0,0.0,467
468,22500000.0,2023,11.0,1,49,0.0,0.0,468
469,16800000.0,2023,8.0,1,36,0.0,0.0,469
470,19500000.0,1995,2.0,2,50,0.0,0.0,470
471,20110000.0,2023,3.0,1,36,0.0,1.0,471
472,9000000.0,1985,3.0,1,18,0.0,0.0,472
473,98000000.0,2022,10.0,2,80,0.0,0.0,473
474,31000000.0,2001,4.0,2,97,6720.0,0.0,474
475,14500000.0,2007,7.0,1,31,0.0,1.0,475
476,23000000.0,2022,8.0,1,37,0.0,0.0,476
477,42500000.0,2021,8.0,2,62,0.0,0.0,477
478,45000000.0,2022,6.0,3,78,0.0,1.0,478
479,26000000.0,2013,13.0,2,66,0.0,0.0,479
