,passport_id,region,platform,user_type_cars_name,number_ads,revenue,vas,combined,combined_weight,group
90363,133082401,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
128637,132577990,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
45262,123942049,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
73170,133833375,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
109153,135041109,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
112363,124123275,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
6590,142492134,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
114178,144410342,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
118809,144346356,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
33454,132452618,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
124510,143294140,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
56727,133017775,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
10770,140243103,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
26605,144189142,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
77853,125776535,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
80890,143027046,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
73334,134090341,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
55354,142913064,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
124278,142303090,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
123925,132994601,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
95082,140162955,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
64977,143966134,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
71207,133707615,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
34144,135183971,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
20728,132005097,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
135831,144273216,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
18552,138217717,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
16683,136321207,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
50633,124112141,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
115685,142852606,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
29722,135609611,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
7324,144403642,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
22375,137833759,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
49151,126562899,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
54679,127297377,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
15234,142158332,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
91201,136768459,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
94157,129820403,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
59918,131646557,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
93969,139893064,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
8388,137508079,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
45322,142331296,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
11606,132942431,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
55394,124496747,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['A']
124543,141144773,Волгоград,android,cars_simple,1,0,0,"('Волгоград', 'android', 'cars_simple', 0)",7.321501786446436e-06,['B']
19499,131561449,Волгоград,android,cars_simple,1,250,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
79760,137359007,Волгоград,android,cars_simple,1,4172,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
77935,123952542,Волгоград,android,cars_simple,1,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
29301,132930631,Волгоград,android,cars_simple,1,540,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
109002,143706556,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
131674,135000647,Волгоград,android,cars_simple,2,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
35187,128482993,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
36533,138008211,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
68078,133786205,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
99846,126850925,Волгоград,android,cars_simple,1,360,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
81369,134189417,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
17779,135877537,Волгоград,android,cars_simple,1,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
118656,140970149,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
12821,128518845,Волгоград,android,cars_simple,1,250,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
50783,143171700,Волгоград,android,cars_simple,2,1499,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
114684,130883465,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
16315,140971357,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
118700,142314370,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
42131,133444337,Волгоград,android,cars_simple,1,3982,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
52115,135754365,Волгоград,android,cars_simple,1,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
39434,138105155,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
56494,133100989,Волгоград,android,cars_simple,1,360,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
127566,123504738,Волгоград,android,cars_simple,1,215,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
43635,133158743,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
123452,127843315,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
24629,138362812,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
86187,133711801,Волгоград,android,cars_simple,1,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
89192,138797526,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
106579,124167064,Волгоград,android,cars_simple,1,1484,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
56459,132219273,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
18156,135326483,Волгоград,android,cars_simple,2,630,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
3560,134432381,Волгоград,android,cars_simple,2,405,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
50506,124777749,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
22094,142507506,Волгоград,android,cars_simple,1,360,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
122334,137846135,Волгоград,android,cars_simple,1,720,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
30375,131460299,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
74911,142229996,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
37859,126244143,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
122668,123639948,Волгоград,android,cars_simple,1,550,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['A']
62169,133037927,Волгоград,android,cars_simple,1,390,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
72366,137841089,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
63302,123839053,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
123991,133321095,Волгоград,android,cars_simple,1,360,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
25478,124190928,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
102731,141142137,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
39198,133174651,Волгоград,android,cars_simple,1,1440,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
35521,132152447,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
61643,129692769,Волгоград,android,cars_simple,1,190,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
40905,141114199,Волгоград,android,cars_simple,1,360,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
109884,143088840,Волгоград,android,cars_simple,1,380,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
63795,143880598,Волгоград,android,cars_simple,1,215,1,"('Волгоград', 'android', 'cars_simple', 1)",7.321501786446436e-06,['B']
